Cuenca o Litoral;Departamento;Municipio;Sitio de desembarco...10;Tipo de unidad;Especie;Peso_total_inf;Peso_total_sup;Precio_x_Kg_inf;Precio_x_Kg_sup;Numero_individuos_inf;Numero_individuos_sup;kg_ind_inf;kg_ind_sup
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Hoplias malabaricus;0,3472;69,615;1855;7410;0,7;1,3;0,196;0,364
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Hoplosternum littorale;3,528;66,04;2100;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Hydrolycus armatus;0,81235;17,2705;2100;7800;0,7;5,07;0,35595;10,205
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Hypophthalmus edentatus;0,329;10,595;2100;9100;0,7;9,1;0,28;0,96525
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Leiarius marmoratus;0,588;12,3656;3500;11700;0,7;6,5;0,30205;1,895833333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Leporinus fasciatus;0,7;6,5;3500;7410;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Leporinus friderici;1,26;40,56;3080;7800;18,2;33,8;0,207307692;0,385
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Mylossoma albiscopum;0,7;45,5;2100;10400;0,7;35,88;0,1428;0,975
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Oxydoras sifontesi;0,7;6,37;1400;5200;0,7;4,03;0,428166667;6,682
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pachypops fourcroi;0,26355;0,64155;2835;6435;0,77;3,77;0,123783333;0,467783333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pellona castelnaeana;0,8729;27,885;2100;7800;0,7;11,83;0,378;3,471
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pellona flavipinnis;1,41295;9,5043;2100;7345;0,7;1,3;1,043;1,937
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Phractocephalus hemioliopterus;1,4385;25,3825;1400;7800;0,7;2,275;1,4175;29,456375
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Piaractus orinoquensis;1,0563;51,415;2800;13000;0,7;7,8;0,43295;6,7899
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pimelodina flavipinnis;0,434;9,1;2975;7800;0,7;1,3;0,42525;0,96525
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pinirampus pirinampu;0,731675;34,6775;2100;10400;0,7;5,2;0,36575;2,8925
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Plagioscion squamosissimus;0,7;15,6;2800;10400;0,7;8,97;0,35105;2,7027
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Platynematichthys notatus;0,5502;10,66;2240;12740;0,7;3,12;0,3717;10,712
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Platysilurus mucosus;0,45115;1,87915;2170;6370;0,77;3,77;0,351283333;0,773283333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Potamotrygon schroederi;3,5945;6,6755;2800;5200;0,7;1,3;3,5945;6,6755
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Prochilodus mariae;0,8155;49,2115;2100;9685;1,015;21,84;0,142515625;0,6589375
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pseudoplatystoma metaense;0,777;21,5124;2800;13000;0,7;5,2;0,42;14,95
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pseudoplatystoma orinocoense;0,88235;15,6;2800;15145;0,7;8,45;0,57225;5,607875
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pterygoplichthys gibbiceps;1,4;2,6;2100;3900;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pterygoplichthys multiradiatus;0,670075;1,297075;2800;5200;0,77;3,77;0,255091667;1,201091667
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Pygocentrus cariba;0,686;26;2800;9100;0,805;14,105;0,098986058;0,441566667
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Rhaphiodon vulpinus;1,09305;6,2933;1400;6110;1,435;3,835;0,522783333;0,974783333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Schizodon scotorhabdotus;0,77;3,77;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Semaprochilodus insignis;10,5;19,5;3850;7150;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Semaprochilodus kneri;0,7;49,79;2100;9100;0,7;103,35;0,17325;0,65
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Semaprochilodus laticeps;1,0192;32,734;3500;10400;0,7;11,18;0,7;2,54904
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Serrasalmus rhombeus;0,616;5,33;3500;7800;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Serrasalmus spp.;0,35;3,683875;3500;7800;1,4;2,6;0,175;1,8395
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Sorubimichthys planiceps;1,2635;7,44575;3500;9945;0,77;3,77;1,199333333;2,578333333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);IM;Zungaro zungaro;0,693;17,628;3500;10400;0,7;2,6;0,48545;14,3
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Ageneiosus inermis;1,4;214,851;1400;7150;0,7;9,75;0,37625;2,21
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Brachyplatystoma filamentosum;4,55;150,28;4200;16900;0,7;4,875;4,165;62,14
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Brachyplatystoma juruense;1,9789;125,281;2800;16055;0,7;5,85;0,9499;7,15
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Brachyplatystoma platynemum;2,38;195,7865;3500;16900;0,7;5,2;2,24;7,8
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Brachyplatystoma rousseauxii;3,3705;548,0865;5600;19500;0,7;15,08;2,702;17,069
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Brachyplatystoma vaillantii;3,5;787,28;2100;9750;0,7;146,51;0,78925;5,918611111
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Brycon amazonicus;3,78;274,196;2100;10400;1,015;12,415;0,35525;0,83525
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Calophysus macropterus;308,63;898,43;210;7410;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Colossoma macropomum;2,8525;130,65;3500;13000;0,7;12,22;2,245090909;17,09066667
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Hoplias malabaricus;737,1;1368,9;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Hydrolycus armatus;1,981;58,058;2100;5200;3,745;15,145;2,824383333;8,010383333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Hypophthalmus edentatus;1,96;107,146;2100;7930;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Leiarius marmoratus;1,617;115,323;1400;9100;0,7;18,07;0,6622;2,2945
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Leporinus fasciatus;2,24;32,24;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Leporinus friderici;9,8;18,2;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Mylossoma albiscopum;1,575;43,81;1925;7962,5;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Oxydoras sifontesi;8,4;15,6;2100;3900;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Pellona castelnaeana;2,135;5,135;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Phractocephalus hemioliopterus;2,8;118,04;2100;8450;0,7;6,5;1,813;25,48
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Piaractus orinoquensis;2,1;144,3;2100;13000;0,7;13,26;0,845833333;7,709
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Pimelodina flavipinnis;0,7;1,885;2310;8970;1,4;2,6;0,35;0,65
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Pinirampus pirinampu;3,535;524,7125;2100;9100;0,77;249,86;0,8785;2,455142857
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Plagioscion squamosissimus;1,4;257,66;2100;9100;0,7;25,805;0,610855;2,782
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Platynematichthys notatus;2,0965;130;2100;11700;0,7;20,93;0,6050625;6,9875
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Platysilurus mucosus;0,7175;1,9175;2100;3900;1,4;2,6;0,35;0,65
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Prochilodus mariae;3,4685;1203,41;1750;7800;1,47;49,53;0,22405;2,00395
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Pseudoplatystoma metaense;3,36;533;3500;18200;0,7;90,675;1,345;14,65053571
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Pseudoplatystoma orinocoense;3,22;443,196;4200;18200;0,7;25,675;0,985833333;10,686
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Pygocentrus cariba;1,729;23,569;1470;5070;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Semaprochilodus kneri;10,115;982,605;1750;7735;116,9;217,1;0,230538922;0,428143713
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Semaprochilodus laticeps;2,0825;360,5875;2800;10400;0,77;3,77;0,938;1,937
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Sorubimichthys planiceps;1,8235;41,145;2100;10400;0,7;2,34;1,127;10,868
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);MA;Zungaro zungaro;3,6085;211,12;3500;13000;0,7;8,84;3,140666667;34,942375
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Ageneiosus inermis;0,7;37,57;1400;9100;1,05;8,45;0,3129;1,12125
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Astronotus mikoljii;0,7;15,405;2922,5;10400;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Brachyplatystoma filamentosum;3,2865;91,455;4077,5;15600;0,7;3,12;4,4996;34,528
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Brachyplatystoma juruense;1,071;16,9;3500;13910;0,7;3,38;0,9954;5,356
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Brachyplatystoma platynemum;1,96;52,26;3500;15600;0,7;12,74;1,012534091;9,0675
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Brachyplatystoma rousseauxii;3,2984;132,6;5600;19500;0,7;6,76;3,303066667;16,406
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Brachyplatystoma vaillantii;1,96;120,35075;2677,5;10400;0,7;23,4;0,580513889;2,8275
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Brycon amazonicus;1,393;65,65;2800;13000;0,84;7,41;0,564666667;3,373066667
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Cephalosilurus apurensis;2,576;4,784;1400;2600;0,7;1,3;2,576;4,784
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Cichla temensis;2,0125;12,5125;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Colossoma macropomum;2,7125;75,725;3500;13000;0,7;10,725;0,959583333;11,10416667
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Hoplias malabaricus;1,4;14,82;1400;5200;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Hoplosternum littorale;8,736;32,37;2205;5850;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Hydrolycus armatus;1,75;20,8;2100;7800;0,7;8,06;0,7784;11,96
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Hypophthalmus edentatus;0,58275;12,376;2800;9685;0,7;7,865;0,296625;1,041408333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Leiarius marmoratus;0,98385;43,7645;2642,5;12285;0,7;11,44;0,3689;4,784
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Leporinus fasciatus;1,435;3,835;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Leporinus friderici;0,875;34,125;2537,5;9750;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Mylossoma albiscopum;1,4;78;2100;13000;1,4;71,24;0,191293103;0,8203
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Oxydoras sifontesi;0,875;6,175;2100;6500;1,4;2,6;0,77;1,43
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Pellona castelnaeana;0,9667;11,31;2100;7800;0,7;3,9;0,622125;6,0125
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Pellona flavipinnis;1,155;10,53;2310;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Phractocephalus hemioliopterus;1,54;37,466;1750;7800;0,7;2,99;1,5113;19,5845
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Piaractus orinoquensis;1,4945;104;2922,5;15600;0,7;18,265;0,48825;8,45
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Pimelodina flavipinnis;2,485;5,785;4200;7800;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Pinirampus pirinampu;1,638;86,7555;2100;10400;0,7;21,84;0,729575;3,458
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Plagioscion squamosissimus;1,4;52;2800;13000;0,7;24,44;0,459666667;1,95
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Platynematichthys notatus;1,603;39,624;2345;13390;0,7;7,345;0,5488;6,883825
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Platysilurus mucosus;0,28;0,52;4200;7800;0,7;1,3;0,28;0,52
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Prochilodus mariae;1,365;127,075;2450;10400;1,47;57,395;0,187894737;1,352
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Pseudoplatystoma metaense;2,17;91;4200;18200;0,7;10,075;1,0325;17,29
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Pseudoplatystoma orinocoense;1,82;72,36125;3500;18200;0,7;14,625;0,97125;8,71
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Pterygoplichthys gibbiceps;2,205;9,789;2800;5200;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Pygocentrus cariba;0,7728;39;2800;10400;2,975;47,125;0,129318182;0,6435
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Rhaphiodon vulpinus;1,75;10,27;2240;6240;2,8;5,2;0,4375;0,8125
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Schizodon scotorhabdotus;0,6895;17,875;2975;11700;0,735;2,535;0,331275;1,744275
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Semaprochilodus kneri;1,029;75,66;2100;13000;3,675;129,74;0,18719697;0,720608871
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Semaprochilodus laticeps;1,3384;96,72;3500;13000;2,1;9,1;0,584;1,880666667
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Serrasalmus rhombeus;1,26;3,406;3500;9100;2,1;3,9;0,63;1,17
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Sorubimichthys planiceps;1,288;40,352;3500;15600;0,84;6,24;1,409333333;2,851333333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);PM;Zungaro zungaro;1,61;73,086;3500;14300;0,7;3,705;1,134;44,278
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Acestrorhynchus microlepis;0,37975;2,86975;1505;6305;0,7;1,3;0,315;0,585
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Ageneiosus inermis;0,49;6,4948;2800;9100;0,7;7,8;0,308;1,3845
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Aphanotorulus ammophilus;3,5;6,5;2100;3900;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Aphanotorulus emarginatus;1,029;7,475;2275;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Astronotus mikoljii;4,2;7,8;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Brachyplatystoma filamentosum;2,12765;6,98165;4200;7800;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Brachyplatystoma juruense;0,91;4,70925;4200;10400;0,7;2,6;0,623;1,9422
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Brachyplatystoma platynemum;0,8715;11,375;2800;11050;0,7;4,68;0,7;3,9884
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Brachyplatystoma rousseauxii;2,646;24,7;4900;16575;0,7;2,86;2,8224;19,76
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Brachyplatystoma vaillantii;0,6174;13;2800;9100;0,7;5,655;0,44275;3,8155
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Brycon amazonicus;0,574;36,4;2625;9750;0,875;10,075;0,2415;1,264611111
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Calophysus macropterus;0,6776;4,81;2660;8320;0,7;5,72;0,4704;1,716
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Cichla monoculus;1,232;2,288;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Cichla temensis;1,855;12,194;2800;7410;2,1;3,9;1,127;2,093
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Colossoma macropomum;0,865025;11,1085;3500;13000;0,7;3,9;0,587708333;3,575
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Cynodon gibbus;5,705;37,505;1400;2600;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Hoplias malabaricus;0,7;14,378;1400;6500;1,12;16,64;0,28644;0,909628571
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Hoplosternum littorale;0,44275;26;2310;6500;2,8;5,2;0,09625;0,17875
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Hydrolycus armatus;0,813575;16,6725;1400;7800;0,7;5,395;0,4659025;5,9982
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Hypophthalmus edentatus;0,49;5,66345;2800;9100;0,7;8,385;0,28;1,075425
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Leiarius marmoratus;0,323925;9,1325;3500;9100;0,7;5,33;0,285191667;1,739616667
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Leporinus fasciatus;1,33;2,47;4900;9100;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Leporinus friderici;0,7;1,3;3535;7735;1,4;2,6;0,35;0,65
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Megalodoras guayoensis;1,554;5,98;1400;2600;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Mylossoma albiscopum;0,5215;118,3;1400;10400;0,7;85,41;0,1672125;0,9321
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Mylossoma aureum;0,7;1,3;4900;9100;2,1;3,9;0,233333333;0,433333333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Oxydoras sifontesi;0,8316;7,306;1400;6500;0,7;5,72;0,4942;4,4018
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Panaque nigrolineatus;2,6495;9,2495;2100;3900;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Pellona castelnaeana;0,660625;16,0901;2100;9100;0,7;13,39;0,316983333;3,7895
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Pellona flavipinnis;0,644;5,2;2100;9100;0,7;6,76;0,4193;1,586
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Phractocephalus hemioliopterus;1,1172;8,32;1680;6500;0,7;3,705;0,669491667;4,656925
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Piaractus orinoquensis;0,55125;18,1025;2800;13000;0,7;5,2;0,3605;6,3908
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Pimelodina flavipinnis;0,7;4,1808;3220;7800;2,1;3,9;0,28;0,52
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Pinirampus pirinampu;0,665875;12,5125;2800;10075;0,7;4,03;0,420233333;3,9559
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Plagioscion squamosissimus;0,7;11,1215;2800;10400;0,7;8,58;0,30135;2,253333333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Platynematichthys notatus;0,6244;6,1386;2170;9100;0,7;7,15;0,396666667;2,81775
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Potamotrygon schroederi;1,876;3,484;2800;5200;0,7;1,3;1,876;3,484
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Prochilodus mariae;0,56;65;1400;10400;0,7;23,4;0,147;0,65
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Pseudoplatystoma metaense;0,798;15,99;2800;13000;0,7;5,2;0,502833333;4,6644
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Pseudoplatystoma orinocoense;0,589225;14,9175;2800;13000;0,7;5,2;0,51345;8,04245
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Pterygoplichthys gibbiceps;0,6489;6,734;2730;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Pterygoplichthys multiradiatus;0,61775;8,45;2100;5850;2,1;6,24;0,1848;0,719225
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Pygocentrus cariba;0,36785;13;2800;9100;0,7;18,2;0,104066667;0,554666667
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Rhaphiodon vulpinus;0,68215;42,12;700;6500;2,8;5,2;0,35;0,65
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Schizodon scotorhabdotus;1,043;49,4;2100;7280;4,2;7,8;0,35;0,65
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Semaprochilodus kneri;0,7;39;2100;9100;1,33;73,06;0,1729;0,6461
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Semaprochilodus laticeps;0,714;9,087;3500;10400;0,7;6,5;0,511;2,4986
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Serrasalmus rhombeus;0,336;9,23;3500;9230;0,7;1,3;0,21;0,39
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Serrasalmus spp.;0,2352;3,29485;3500;7800;0,84;7,8;0,147;0,645233333
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Sorubimichthys planiceps;1,2376;10,4;2380;9100;0,77;2,6;0,9114;6,0801
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UEP;Zungaro zungaro;0,53725;6,227;3325;11050;0,7;2,665;0,48755;3,146
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UTA;Hydrolycus armatus;3,08;5,72;3500;6500;;;;
Orinoquía;Vichada;Puerto Carreño;El Puerto (Puerto Carreño);UTA;Mylossoma albiscopum;5,6;10,4;4200;7800;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Bagre pinnimaculatus;2,345;155,675;2100;5525;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Brotula clarkae;4,83;175,604;2100;16900;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Caranx caninus;1,89;3,51;1067,5;2567,5;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Caranx spp.;3,143;32,6365;1050;2600;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Caulolatilus affinis;1,575;47,775;1400;2600;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Cyclopsetta querna;1,7815;92,04;1347,5;3900;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Cynoponticus coniceps;6,4225;221,9295;1050;2600;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Cynoscion albus;6,622;75,205;8400;16900;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Cynoscion phoxocephalus;28;52;7000;13000;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Diapterus brevirostris;2,4745;42,1655;1400;4257,5;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Epinephelus spp.;6,895;173,9075;3150;14365;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Euthynnus lineatus;5,95;861,25;1050;3575;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Hyporthodus acanthistius;5,607;72,735;2100;10400;;;;
Pacífico;Cauca;Guapi;Chamón;MA;Lobotes pacifica;1,309;56,6345;1050;9945;;;;
